ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
953955,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,14,0,0,0,0,76,86,49100
953956,0,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27604,64,0,0,0,0,0,0,87,0,49100
953957,0,0,6,0,0,135,0,103,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,49101
953958,0,1,6,0,0,13,0,103,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,49101
953959,0,0,6,0,0,135,0,76,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,49102
953960,0,1,6,0,0,13,0,76,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,49102
953961,0,0,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27634,0,0,0,0,0,0,0,1,0,49172
953962,0,1,6,0,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1615,0,0,0,0,0,0,0,1,0,49172
953963,0,2,6,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49172
953964,0,0,2,0,0,0,0,4380,1,1,0,1547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49549
953965,0,1,6,0,0,33,0,-61,0,1,0,1,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49549
953967,0,0,3,0,0,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14684919,0,0,0,6,0,49184
953968,0,1,2,0,0,0,0,197,0,1,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,12589815,0,0,0,53,16,49184
953969,0,0,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26212,0,0,0,0,0,0,0,27,0,49285
953970,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27,0,49285
953971,0,0,6,0,0,61,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,49381
953972,0,1,6,0,0,79,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,25,0,49381
953977,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49389
953978,0,0,6,0,0,226,30000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49467
953980,0,0,6,0,0,4,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7244,0,0,0,1026,4103,0,0,1,0,49471
953984,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26690,64,13,0,0,0,0,0,50,0,48631
953985,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26690,64,13,0,0,0,0,0,49,0,48632
953986,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26692,64,13,0,0,0,0,0,50,0,48633
953987,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26692,64,13,0,0,0,0,0,49,0,48634
953988,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26691,64,13,0,0,0,0,0,50,0,48635
953989,0,0,6,0,0,3,3000,109,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48675
953990,0,1,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48675
953991,0,2,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1330,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48675
953992,0,0,28,99999,0,0,0,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,27434,2141,15,0,0,0,0,0,32,0,48739
953993,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48740
953994,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27435,121,15,0,0,0,0,0,72,0,48741
953995,0,0,3,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32,0,0,0,0,0,22,7,48742
953996,0,1,98,0,0,0,0,100,0,1,0,39,0,0,0,0,0,0,0,1,0,0,0,1,500,0,32,0,0,0,0,0,22,7,48742
953997,0,2,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,32,0,0,0,0,0,22,51,48742
953998,0,0,6,0,0,19,0,48810,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,1,0,48814
953999,0,0,2,0,0,0,0,19999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48815
954000,0,0,6,0,0,42,0,99,1,1,0,1,0,0,0,0,0,48836,0,1,0,0,0,1,0,0,0,0,32,0,0,0,1,0,48835
954004,0,0,27,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,46,0,48901
954005,0,0,6,0,0,99,0,409,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48931
954006,0,1,6,0,0,124,0,409,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48931
954008,0,0,6,0,0,108,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,134217728,0,0,0,1,0,48985
954009,0,1,6,0,0,107,0,-10001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,134217728,0,0,0,0,0,48985
954010,0,0,6,0,0,52,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48987
954011,0,1,6,0,0,57,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48987
954012,0,0,6,0,0,42,0,0,1,1,0,0,0,0,0,0,0,50447,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48988
954015,0,0,2,0,0,0,0,401,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49044
954016,0,0,2,0,0,0,0,491,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49045
954017,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27597,64,16,0,0,0,0,0,73,0,49104
954018,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27600,64,16,0,0,0,0,0,73,0,49105
954019,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49106
954020,0,1,6,0,131072,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,0,0,0,24,0,49106
954021,0,0,6,0,0,58,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49107
954022,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49107
954023,0,0,6,0,0,13,0,1999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27521,0,0,0,0,0,0,0,1,0,49173
954024,0,1,6,0,0,9,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49173
954025,0,2,6,0,0,67,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49173
954026,0,0,6,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,49175
954027,0,1,6,0,0,107,0,-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,67108864,0,0,1,0,49175
954028,0,2,6,0,0,107,0,-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,23,0,0,0,0,67108864,0,0,1,0,49175
954029,0,0,2,0,0,0,0,499,0.21400000155,1,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49233
954030,0,1,6,0,0,3,3000,138,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49233
954031,0,0,24,0,0,0,0,0,0,1,0,1,35623,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49234
954034,0,0,6,0,0,4,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49287
954035,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27664,65,12,0,0,0,0,0,18,0,49289
954036,0,1,6,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,85,0,0,0,0,0,0,0,1,0,49289
954037,0,0,6,0,0,285,0,89,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,49390
954038,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49390
954039,0,0,6,0,0,285,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,49392
954040,0,1,3,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49392
954041,0,0,6,0,0,285,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,49393
954042,0,1,3,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49393
954043,0,0,6,0,0,23,250,0,0,1,0,0,0,0,0,0,0,49475,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49474
954044,0,0,2,0,131072,0,0,1529,1,1,0,541,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,24,0,49475
954045,0,0,6,0,0,52,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49478
954046,0,1,6,0,0,57,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49478
954047,0,0,6,0,0,42,0,3,0,1,0,0,0,0,0,0,0,50452,0,1,0,0,0,1,0,0,0,0,0,2048,0,0,1,0,49542
954048,0,0,6,0,0,3,2000,1039,0,1,0,121,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49544
954049,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26691,64,13,0,0,0,0,0,49,0,48636
954050,0,0,121,0,0,0,0,149,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48637
954051,0,1,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48637
954052,0,0,31,0,0,0,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48639
954053,0,1,6,0,0,33,0,-61,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48639
954054,0,0,6,0,0,3,3000,118,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48676
954055,0,1,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48676
954056,0,2,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1330,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48676
954057,0,0,6,0,0,3,1000,2666,0,1,0,2667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29,0,0,0,0,0,16,0,48677
954058,0,2,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48780,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,0,48677
954059,0,0,6,0,0,236,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48678
954060,0,1,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48678
954061,0,0,134,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27436,0,0,0,0,0,0,0,27,0,48744
954062,0,0,134,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27437,0,0,0,0,0,0,0,27,0,48745
954063,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48746
954064,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48747
954065,0,0,2,0,0,0,0,1049,0.0700000003,1,0,185,0,0,0,0,4,0,0.0700000003,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,48817
954066,0,1,6,0,0,12,0,-1,0,1,0,1,0,12,0,0,0,0,0.0700000003,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,48817
954067,0,0,27,0,0,3,1000,86,0.03999999911,1,0,1,0,0,0,0,0,0,0.03999999911,1,0,0,0,1,0,0,14,0,0,0,0,0,18,16,48818
954072,0,0,6,0,0,23,5000,-1,0,1,0,1,0,0,0,0,0,48904,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48903
954073,0,0,3,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,7,48904
954076,0,0,6,0,0,99,0,409,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,61,0,48933
954077,0,1,6,0,0,124,0,409,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,61,0,48933
954078,0,0,6,0,0,8,3000,849,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,48989
954079,0,0,6,0,0,8,3000,1049,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,48990
954083,0,0,121,0,0,0,0,407,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49048
954084,0,0,121,0,0,0,0,344,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49049
954085,0,1,6,0,0,118,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,6,0,49049
954086,0,0,77,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49109
954087,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,49109
954088,0,0,2,0,0,0,0,7262,1,1,0,2075,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49110
954089,0,0,2,0,0,0,0,10799,1,1,0,2401,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49111
954091,0,0,6,0,0,236,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,49177
954092,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26627,64,16,0,0,0,0,0,73,0,49179
954093,0,0,2,0,0,0,0,402,0.28549998999,0.69999998808,3,57,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49268
954094,0,0,6,0,0,33,0,-51,0,1,0,1,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49235
954095,0,1,2,0,0,0,0,680,0.38600000739,1,0,39,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49235
954096,0,0,6,0,0,33,0,-51,0,1,0,1,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49236
954097,0,1,2,0,0,0,0,801,0.38600000739,1,0,47,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49236
954098,0,0,3,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49290
954099,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,49292
954100,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27674,64,0,0,0,0,0,0,0,0,49293
954101,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,49294
954102,0,0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,49296
954103,0,0,6,0,0,108,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16777216,0,0,0,1,0,49394
954104,0,1,6,0,0,108,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4194304,0,0,0,1,0,49394
954105,0,2,6,0,0,108,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,262144,0,0,0,1,0,49394
954106,0,0,6,0,0,108,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16777216,0,0,0,1,0,49395
954107,0,1,6,0,0,108,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4194304,0,0,0,1,0,49395
954108,0,2,6,0,0,108,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,262144,0,0,0,1,0,49395
954110,0,0,6,0,0,52,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49479
954111,0,1,6,0,0,57,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49479
954112,0,0,2,0,0,0,0,3769,0,1,5,461,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49481
954113,0,1,6,0,0,12,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49481
954114,0,0,2,0,0,0,0,2450,0,1,0,99,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49482
954115,0,1,77,0,0,0,0,38092,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49482
954116,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48,0,0,0,0,0,25,0,49546
954117,0,1,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27786,0,0,0,0,0,0,0,1,0,49546
954118,0,0,6,0,0,2,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22,0,0,0,0,0,25,0,49547
954119,0,0,27,0,0,3,1000,601,1,1,0,97,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,53,28,49548
954120,0,0,31,0,0,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48640
954121,0,0,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,48641
954122,0,0,6,0,0,99,0,155,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48643
954123,0,1,6,0,0,124,0,155,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48643
954124,0,0,6,0,0,13,0,354,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,48644
954125,0,1,6,0,0,135,0,354,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,48644
954126,0,0,6,0,0,158,0,146,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48645
954127,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48679
954128,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27417,66,27,0,0,0,0,0,32,0,48681
954129,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48682
954130,0,1,63,0,0,0,0,1999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,0,0,0,22,15,48682
954131,0,0,10,0,0,0,0,32374,1,1,0,5251,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48700
954132,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,2.79252696037,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,48749
954133,0,1,6,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,0,0,0,0,0,25,0,48749
954134,0,0,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27356,0,0,0,0,0,0,0,25,0,48750
954135,0,1,6,0,0,139,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,25,0,48750
954136,0,0,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,875,0,0,0,0,0,0,0,1,0,48751
954137,0,0,77,0,0,0,0,48753,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,48752
954138,0,0,10,0,0,0,0,2064,0.8069999814,1,0,171,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48820
954139,0,0,10,0,0,0,0,2400,0.8069999814,1,0,199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48821
954140,0,0,2,0,0,0,0,1042,0.42899999022,1,0,87,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48822
954141,0,0,6,0,0,112,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7277,0,0,0,21242899,773001510,8,0,1,0,49202
954142,0,1,6,0,0,240,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49202
954145,0,0,6,0,0,85,0,72,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48935
954146,0,0,6,0,0,85,0,91,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,48936
954151,0,0,58,0,0,0,0,274,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,48995
954152,0,0,121,0,0,0,0,407,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49050
954153,0,1,6,0,0,118,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,6,0,49050
954154,0,0,2,0,0,0,0,251,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49052
954155,0,1,3,0,0,0,0,174,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49052
954156,0,0,2,0,0,0,0,2549,1,1,0,901,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49113
954157,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,189970,0,7,0,0,0,0,0,49,0,49114
954159,0,0,6,0,0,99,0,179,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49116
954160,0,1,6,0,0,124,0,179,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49116
954161,0,0,6,0,0,23,15000,-1,0,1,0,1,0,0,0,0,0,49118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49117
954162,0,0,6,0,0,30,0,399,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,162,0,0,0,0,0,0,0,1,0,49180
954163,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27,0,49181
954164,0,0,2,0,0,0,0,714,0.71399998665,1,0,101,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49238
954165,0,0,2,0,0,0,0,296,0.35699999332,1,0,43,0,0,0,0,1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49239
954166,0,0,2,0,0,0,0,356,0.35699999332,1,0,51,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,49240
954167,0,0,2,0,0,0,0,2450,0,1,0,99,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,49300
954168,0,1,77,0,0,0,0,49484,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,49300
954169,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27539,66,18,0,0,0,0,0,72,0,49304
954170,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,3.36239409447,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,49305
